排行類型,名次,名稱,代號,股價,漲跌,漲跌幅(%),最高,最低,成交量(千股),成交金額(億日圓)
成交量排行,32,ＴＤＫ,67620,3382.0,84.0,2.55%,3422.0,3328.0,10738,363.1727
成交量排行,33,パン・パシフィック・インターナショナルホールディングス,75320,870.9,-2.3,-0.26%,877.8,860.3,10620,92.4922
成交量排行,34,パナソニック　ホールディングス,67520,4455.0,122.0,2.82%,4587.0,4376.0,10477,466.7682
成交量排行,35,りそなホールディングス,83080,2364.5,6.5,0.28%,2372.5,2332.0,10020,236.9347
成交量排行,36,セブン＆アイ・ホールディングス,33820,2029.0,-1.0,-0.05%,2042.0,1996.0,9651,195.8228
成交量排行,37,イオン,82670,1414.5,-40.5,-2.78%,1446.0,1405.0,9358,132.3746
成交量排行,38,野村ホールディングス,86040,1526.0,-17.0,-1.10%,1528.0,1500.5,9318,142.2064
成交量排行,39,スズキ,72690,2027.5,-32.5,-1.58%,2037.5,1993.0,9253,187.6086
成交量排行,40,アドバンテスト,68570,29160.0,1615.0,5.86%,29820.0,28785.0,8863,2584.6258
成交量排行,41,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,65250,10810.0,976.0,9.92%,10830.0,10290.0,8716,942.2645
成交量排行,42,アサヒグループホールディングス,25020,1626.5,-34.0,-2.05%,1675.0,1626.0,8456,137.5499
成交量排行,43,住友化学,40050,538.5,-2.8,-0.52%,539.4,528.8,8366,45.052
成交量排行,44,三井住友フィナンシャルグループ,83160,6816.0,5.0,0.07%,6816.0,6702.0,8263,563.2402
成交量排行,45,イビデン,40620,19520.0,420.0,2.20%,20515.0,19180.0,7892,1540.655
成交量排行,46,ソシオネクスト,65260,2663.5,66.0,2.54%,2719.0,2630.0,7878,209.8385
成交量排行,47,三菱自動車工業,72110,330.6,-4.5,-1.34%,334.5,328.3,7799,25.7855
成交量排行,48,ビート・ホールディングス・リミテッド（貝徳控股有限公司）,93990,15.0,4.0,36.36%,15.0,11.0,7797,1.1696
成交量排行,49,三井不動産,88010,1522.0,-22.5,-1.46%,1527.0,1504.5,7751,117.9809
成交量排行,50,住友商事,80530,1565.5,1.0,0.06%,1572.0,1551.0,7670,120.077
成交量排行,51,ツルハホールディングス,33910,2360.5,66.0,2.88%,2408.5,2310.0,7254,171.2448
成交量排行,52,日立製作所,65010,4758.0,-20.0,-0.42%,4810.0,4703.0,7238,344.4126
成交量排行,53,三菱商事,80580,4411.0,-53.0,-1.19%,4459.0,4380.0,7110,313.6353
成交量排行,54,大黒屋ホールディングス,69930,86.0,-1.0,-1.15%,87.0,85.0,7012,6.0306
成交量排行,55,ＫＤＤＩ,94330,2805.0,-3.0,-0.11%,2835.5,2777.5,6851,192.1874
成交量排行,56,第一ライフグループ,87500,1877.0,13.0,0.70%,1877.0,1838.0,6665,125.1058
成交量排行,57,マツダ,72610,1106.0,-18.0,-1.60%,1120.0,1097.0,6657,73.6364
成交量排行,58,ローム,69630,5556.0,224.0,4.20%,5672.0,5367.0,6657,369.8629
成交量排行,59,みずほフィナンシャルグループ,84110,8214.0,-36.0,-0.44%,8265.0,8108.0,6615,543.3725
